object	relation	subject_external_db	subject_external_id	subject_name	comment
medulla columnar neuron MC61	is_a	neuprint_JRC	1171898138	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn6	is_a	neuprint_JRC	1534059927	LC6(PLBDL7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC62	is_a	neuprint_JRC	1220343010	MC62(LWF5)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB-FB-NO subunit 3 medial domain neuron	is_a	neuprint_JRC	1217394039	PFNm_b(PB02b)_R9_C1	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R2	is_a	neuprint_JRC	1198413357	R2_c(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult TuBu neuron	is_a	neuprint_JRC	1200610109	TuBu03_IBU_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	1194242354	FB4E^FB04e_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R2	is_a	neuprint_JRC	1199712272	R2_c(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	5813038196	LC9	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC18	is_a	neuprint_JRC	1188548330	LC18	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1138807926	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC24	is_a	neuprint_JRC	1319574557	LC24	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	5812988077	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1595106149	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4m	is_a	neuprint_JRC	5813050767	R4m(ring)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC24	is_a	neuprint_JRC	1809273495	LC24	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R3w	is_a	neuprint_JRC	5813053988	R3w(ring)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula tangential neuron Lt1	is_a	neuprint_JRC	1189912812	LT1_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC62	is_a	neuprint_JRC	5812987414	MC62(LWF5)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R2	is_a	neuprint_JRC	5812979082	R2_d(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn6	is_a	neuprint_JRC	1231614730	LC6	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1232288020	LC9	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1231903799	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1198127720	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1413766741	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1199155298	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	5813060834	LC9	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1252337098	LC13(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1169151891	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1137085557	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1263663953	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R2	is_a	neuprint_JRC	1198680122	R2_a(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1169151895	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	1169842714	MC64	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1168810900	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult TuBu neuron	is_a	neuprint_JRC	1201615899	TuBu06_SBU_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R3w	is_a	neuprint_JRC	1260400286	R3w(ring)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC10	is_a	neuprint_JRC	1625804774	LC10	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R2	is_a	neuprint_JRC	1198680249	R2_a(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R2	is_a	neuprint_JRC	1196366507	(PVM01)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4m	is_a	neuprint_JRC	1198671494	R4m(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1200527805	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC14	is_a	neuprint_JRC	1188889837	LC14_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	1499934819	MC64	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1203273913	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R2	is_a	neuprint_JRC	1198334861	R2_a(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC62	is_a	neuprint_JRC	5812982247	MC62(LWF5)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4m	is_a	neuprint_JRC	1292847181	R4m(ring)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1201227161	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R3w	is_a	neuprint_JRC	1260754053	R3w(ring)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R2	is_a	neuprint_JRC	1199699496	R2_c(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1232948618	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	5812988132	LC9	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn6	is_a	neuprint_JRC	1938536260	LC6(PLBDL7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	5812988573	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1201210044	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	1168120397	MC64	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R2	is_a	neuprint_JRC	1198257581	R2_a(ring)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC24	is_a	neuprint_JRC	1192735693	LC24	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4m	is_a	neuprint_JRC	5813049948	R4m(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	1230867838	MC64	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1189230326	LPLC1_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC24	is_a	neuprint_JRC	1252677095	LC24	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1199837196	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	5812988128	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R2	is_a	neuprint_JRC	1198943369	R2_d(ring)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4m	is_a	neuprint_JRC	5813047793	R4m(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC21	is_a	neuprint_JRC	1281649467	LC21	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC21	is_a	neuprint_JRC	1284027922	(PVF4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R2	is_a	neuprint_JRC	1198671672	R2_c(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1198809646	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1199150719	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC10	is_a	neuprint_JRC	1533040839	LC10	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB-FB-NO3 posterior domain neuron	is_a	neuprint_JRC	1189887646	PFNp_b(PB01b)_L8_C7	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn6	is_a	neuprint_JRC	1168815348	LC6(PLBDL7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R4m	is_a	neuprint_JRC	5813053866	R4m(ring)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R3w	is_a	neuprint_JRC	1199431561	R3w(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC62	is_a	neuprint_JRC	5813014910	MC62	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult multiglomerular antennal lobe projection neuron	is_a	neuprint_JRC	2038617453	VP5 + VP2 lPN(olfactory PN)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R2	is_a	neuprint_JRC	1198675740	R2_c(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	5812988137	LC9(PLBDL7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1197100399	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1262654129	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC14	is_a	neuprint_JRC	1190254555	LC14_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R2	is_a	neuprint_JRC	1198680426	R2_d(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	1657180902	MC64	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB-FB-NO3 posterior domain neuron	is_a	neuprint_JRC	1187693355	PFNp_b(PB01b)_R8_C3	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB-FB-NO subunit 3 medial domain neuron	is_a	neuprint_JRC	1189549476	PFNm_b(PB02b)_L9_C9	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1199837228	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1189566974	(PVF4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC17	is_a	neuprint_JRC	1189567690	LC17	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1199496247	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1200182475	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1199496234	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R2	is_a	neuprint_JRC	1230480261	R2_c(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1747228863	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1200527901	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1199154817	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1563393904	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1198809663	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB-FB-NO3 posterior domain neuron	is_a	neuprint_JRC	1567028669	PFNp_b(PB01b)_L8_C7	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB-FB-NO3 posterior domain neuron	is_a	neuprint_JRC	1188043606	PFNp_d(PB01a)_R8_C3	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	2340992769	MC64	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1200182533	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1201231700	LC9	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1201559521	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1221983537	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1747923703	(PLBDL10)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1470966783	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1199155111	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn6	is_a	neuprint_JRC	1198818609	LC6	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1199155381	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R3w	is_a	neuprint_JRC	1199625952	R3w(ring)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R2	is_a	neuprint_JRC	5813047446	R2_a(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn6	is_a	neuprint_JRC	1198477582	LC6	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1229840150	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R3w	is_a	neuprint_JRC	1168055653	R3w(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult TuBu neuron	is_a	neuprint_JRC	1200605580	TuBu05_SBU_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron	is_a	neuprint_JRC	1189912345	LC31	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC11	is_a	neuprint_JRC	1188885499	LC11(PLBDL4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC62	is_a	neuprint_JRC	1190983579	MC62(LWF5)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC62	is_a	neuprint_JRC	1190638276	MC62(LWF5)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1199496235	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	1815087643	LC12(lVLPT7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC10	is_a	neuprint_JRC	1746884134	LC10	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	5812988532	LC9	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn6	is_a	neuprint_JRC	1229507863	LC6	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn6	is_a	neuprint_JRC	1199159353	LC6	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1199155289	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1262654081	LC9	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1199850219	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn6	is_a	neuprint_JRC	1169847128	LC6	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult TuBu neuron	is_a	neuprint_JRC	1233281209	TuBu08_SBU_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1198809632	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB-FB-NO subunit 3 medial domain neuron	is_a	neuprint_JRC	1631131487	PFNm_a(PB02a)_R9_C1	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	1687865828	MC64	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	1503141967	(ADM01)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron	is_a	neuprint_JRC	1257245650	LC32	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1136744477	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1413753838	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB-FB-NO3 posterior domain neuron	is_a	neuprint_JRC	1189882785	PFNp_b(PB01b)_L8_C7	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC63	is_a	neuprint_JRC	1934124660	MC64	Typing based on mapping assertion in neuprint hemibrain v1.0.1
ring neuron R2	is_a	neuprint_JRC	1198680441	R2_d(ring)(AVM07)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1228135037	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1199496273	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn6	is_a	neuprint_JRC	1199855170	LC6(PLBDL7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn6	is_a	neuprint_JRC	1200541193	LC6	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC61	is_a	neuprint_JRC	1229849063	MC61	Typing based on mapping assertion in neuprint hemibrain v1.0.1
